Samples - X-Axis	Acceleration (g) - X-Axis	Samples - Y-Axis	Acceleration (g) - Y-Axis	Samples - Z-Axis	Acceleration (g) - Z-Axis
2929	-0,0742187	2929	0,0585937	2929	0,988281
2930	-0,0703125	2930	0,0664062	2930	0,996094
2931	-0,0664062	2931	0,0585937	2931	1
2932	-0,0703125	2932	0,0585937	2932	0,996094
2933	-0,0742187	2933	0,0625	2933	1,00391
2934	-0,078125	2934	0,0664062	2934	1
2935	-0,078125	2935	0,0625	2935	1,00391
2936	-0,0820312	2936	0,0585937	2936	1,00781
2937	-0,0820312	2937	0,0664062	2937	1
2938	-0,0820312	2938	0,0625	2938	0,996094
2939	-0,0859375	2939	0,0585937	2939	0,996094
2940	-0,0859375	2940	0,0585937	2940	0,996094
2941	-0,078125	2941	0,0507812	2941	1
2942	-0,0859375	2942	0,0625	2942	0,992187
2943	-0,0742187	2943	0,0664062	2943	0,996094
2944	-0,0664062	2944	0,0664062	2944	0,996094
2945	-0,0664062	2945	0,0703125	2945	0,992187
2946	-0,0664062	2946	0,0625	2946	0,988281
2947	-0,078125	2947	0,0585937	2947	0,988281
2948	-0,078125	2948	0,0585937	2948	0,988281
2949	-0,0898437	2949	0,0664062	2949	0,980469
2950	-0,0859375	2950	0,0585937	2950	0,984375
2951	-0,0898437	2951	0,0585937	2951	0,976562
2952	-0,0898437	2952	0,0546875	2952	0,980469
2953	-0,0898437	2953	0,0546875	2953	0,980469
2954	-0,09375	2954	0,046875	2954	0,972656
2955	-0,0976562	2955	0,0585937	2955	0,976562
2956	-0,09375	2956	0,0507812	2956	0,984375
2957	-0,0859375	2957	0,0507812	2957	0,992187
2958	-0,078125	2958	0,0585937	2958	0,992187
2959	-0,0820312	2959	0,0625	2959	0,988281
2960	-0,0703125	2960	0,0507812	2960	0,988281
2961	-0,0703125	2961	0,0585937	2961	0,988281
2962	-0,0703125	2962	0,0585937	2962	0,992187
2963	-0,0703125	2963	0,0625	2963	0,996094
2964	-0,0742187	2964	0,0585937	2964	1,00391
2965	-0,0703125	2965	0,0546875	2965	1,00391
2966	-0,0703125	2966	0,0546875	2966	1,00391
2967	-0,078125	2967	0,0546875	2967	1
2968	-0,0820312	2968	0,0546875	2968	1
2969	-0,0820312	2969	0,0703125	2969	0,996094
2970	-0,0820312	2970	0,0703125	2970	0,996094
2971	-0,078125	2971	0,0585937	2971	1
2972	-0,0742187	2972	0,0546875	2972	1,00781
2973	-0,0820312	2973	0,0625	2973	1
2974	-0,0859375	2974	0,0625	2974	1
2975	-0,078125	2975	0,0625	2975	1,00391
2976	-0,0742187	2976	0,0585937	2976	1,01172
2977	-0,078125	2977	0,0625	2977	1,00781
2978	-0,0703125	2978	0,0625	2978	1,00391
2979	-0,0703125	2979	0,0664062	2979	1,00781
2980	-0,0742187	2980	0,0664062	2980	1,00391
2981	-0,0742187	2981	0,0585937	2981	0,996094
2982	-0,0820312	2982	0,0664062	2982	0,984375
2983	-0,0859375	2983	0,0585937	2983	0,980469
2984	-0,0859375	2984	0,0585937	2984	0,980469
2985	-0,0859375	2985	0,0507812	2985	0,976562
2986	-0,0898437	2986	0,0585937	2986	0,972656
2987	-0,0859375	2987	0,0585937	2987	0,980469
2988	-0,0859375	2988	0,0585937	2988	0,976562
2989	-0,0859375	2989	0,0625	2989	0,984375
2990	-0,0742187	2990	0,0546875	2990	0,980469
2991	-0,0859375	2991	0,0585937	2991	0,984375
2992	-0,078125	2992	0,0507812	2992	0,984375
2993	-0,0820312	2993	0,0546875	2993	0,984375
2994	-0,078125	2994	0,0546875	2994	0,984375
2995	-0,078125	2995	0,0546875	2995	0,984375
2996	-0,078125	2996	0,0585937	2996	0,988281
2997	-0,078125	2997	0,0585937	2997	0,988281
2998	-0,0742187	2998	0,0546875	2998	0,988281
2999	-0,0703125	2999	0,0546875	2999	1
3000	-0,0742187	3000	0,0664062	3000	1
3001	-0,0703125	3001	0,0625	3001	1,00781
3002	-0,0703125	3002	0,0625	3002	1
3003	-0,0742187	3003	0,0625	3003	1,00781
3004	-0,0742187	3004	0,0546875	3004	1,00391
3005	-0,078125	3005	0,0703125	3005	1,00391
3006	-0,0859375	3006	0,0664062	3006	1,00391
3007	-0,0898437	3007	0,0703125	3007	0,996094
3008	-0,0820312	3008	0,0585937	3008	0,996094
3009	-0,0859375	3009	0,0546875	3009	0,992187
3010	-0,0859375	3010	0,0546875	3010	0,992187
3011	-0,0898437	3011	0,0625	3011	0,996094
3012	-0,0820312	3012	0,0625	3012	0,996094
3013	-0,0742187	3013	0,0664062	3013	1,00781
3014	-0,0625	3014	0,0585937	3014	1,00391
3015	-0,0625	3015	0,0585937	3015	1,00391
3016	-0,0742187	3016	0,0664062	3016	0,996094
3017	-0,0742187	3017	0,0664062	3017	0,988281
3018	-0,0859375	3018	0,0664062	3018	0,988281
3019	-0,0742187	3019	0,0585937	3019	0,980469
3020	-0,078125	3020	0,0625	3020	0,972656
3021	-0,0859375	3021	0,0546875	3021	0,972656
3022	-0,09375	3022	0,0546875	3022	0,976562
3023	-0,0898437	3023	0,0429687	3023	0,988281
3024	-0,09375	3024	0,0507812	3024	0,992187
3025	-0,0859375	3025	0,0585937	3025	0,996094
3026	-0,078125	3026	0,0585937	3026	0,992187
3027	-0,0664062	3027	0,0585937	3027	0,996094
3028	-0,0703125	3028	0,0546875	3028	0,992187
3029	-0,0703125	3029	0,0546875	3029	0,992187
3030	-0,0742187	3030	0,0664062	3030	0,988281
3031	-0,0703125	3031	0,0625	3031	0,988281
3032	-0,0703125	3032	0,0585937	3032	0,996094
3033	-0,0664062	3033	0,0546875	3033	1,00391
3034	-0,078125	3034	0,0546875	3034	1
3035	-0,0820312	3035	0,0546875	3035	1
3036	-0,078125	3036	0,0585937	3036	1
3037	-0,078125	3037	0,0585937	3037	1,00781
3038	-0,0820312	3038	0,0585937	3038	1,00781
3039	-0,078125	3039	0,0625	3039	1,00391
3040	-0,0742187	3040	0,0664062	3040	1,00391
3041	-0,0742187	3041	0,0664062	3041	1,00391
3042	-0,078125	3042	0,0585937	3042	1
3043	-0,0898437	3043	0,0625	3043	0,996094
3044	-0,0898437	3044	0,0625	3044	0,996094
3045	-0,0859375	3045	0,0585937	3045	1
3046	-0,0820312	3046	0,0625	3046	1,00391
3047	-0,0742187	3047	0,0625	3047	1,00781
3048	-0,078125	3048	0,0585937	3048	0,996094
3049	-0,0742187	3049	0,0625	3049	0,992187
3050	-0,078125	3050	0,0625	3050	0,996094
3051	-0,0742187	3051	0,0625	3051	0,988281
3052	-0,078125	3052	0,0585937	3052	0,984375
3053	-0,078125	3053	0,0625	3053	0,976562
3054	-0,0820312	3054	0,0546875	3054	0,972656
3055	-0,0898437	3055	0,0585937	3055	0,976562
3056	-0,0898437	3056	0,0546875	3056	0,976562
3057	-0,0820312	3057	0,0507812	3057	0,976562
3058	-0,0820312	3058	0,0507812	3058	0,976562
3059	-0,0898437	3059	0,0507812	3059	0,980469
3060	-0,0859375	3060	0,0546875	3060	0,988281
3061	-0,0820312	3061	0,046875	3061	0,996094
3062	-0,0742187	3062	0,0546875	3062	0,992187
3063	-0,0703125	3063	0,0625	3063	0,996094
3064	-0,0703125	3064	0,0664062	3064	0,992187
3065	-0,0703125	3065	0,0664062	3065	0,992187
3066	-0,0703125	3066	0,0585937	3066	0,992187
3067	-0,0703125	3067	0,0585937	3067	0,992187
3068	-0,078125	3068	0,0625	3068	0,996094
3069	-0,0703125	3069	0,0625	3069	0,996094
3070	-0,0703125	3070	0,0585937	3070	1
3071	-0,078125	3071	0,0585937	3071	1,00391
3072	-0,0820312	3072	0,0625	3072	1,00781
3073	-0,078125	3073	0,0664062	3073	1,00781
3074	-0,078125	3074	0,0625	3074	1,00391
3075	-0,078125	3075	0,0625	3075	1,00391
3076	-0,0859375	3076	0,0664062	3076	0,996094
3077	-0,0820312	3077	0,0664062	3077	0,992187
3078	-0,0898437	3078	0,0625	3078	0,988281
3079	-0,0820312	3079	0,0546875	3079	0,988281
3080	-0,0742187	3080	0,0703125	3080	0,996094
3081	-0,0742187	3081	0,0625	3081	1
3082	-0,0742187	3082	0,0703125	3082	1
3083	-0,0703125	3083	0,0585937	3083	0,996094
3084	-0,078125	3084	0,0625	3084	0,984375
3085	-0,0820312	3085	0,0703125	3085	0,980469
3086	-0,0742187	3086	0,0585937	3086	0,976562
3087	-0,0742187	3087	0,0585937	3087	0,96875
3088	-0,0859375	3088	0,0585937	3088	0,96875
3089	-0,0898437	3089	0,0507812	3089	0,964844
3090	-0,0976562	3090	0,0546875	3090	0,96875
3091	-0,0976562	3091	0,0507812	3091	0,980469
3092	-0,09375	3092	0,0546875	3092	0,980469
3093	-0,09375	3093	0,0546875	3093	0,980469
3094	-0,0976562	3094	0,0625	3094	0,992187
3095	-0,0742187	3095	0,0585937	3095	1
3096	-0,0703125	3096	0,0546875	3096	1,00391
3097	-0,0664062	3097	0,0625	3097	0,992187
3098	-0,0703125	3098	0,0664062	3098	0,992187
3099	-0,0703125	3099	0,0585937	3099	0,992187
3100	-0,0625	3100	0,0585937	3100	0,996094
3101	-0,0703125	3101	0,0546875	3101	0,992187
3102	-0,0742187	3102	0,0585937	3102	0,996094
3103	-0,078125	3103	0,0625	3103	1,00391
3104	-0,078125	3104	0,0585937	3104	1,00391
3105	-0,078125	3105	0,0585937	3105	1,00391
3106	-0,0859375	3106	0,0546875	3106	1,00781
3107	-0,0820312	3107	0,0625	3107	1,01172
3108	-0,078125	3108	0,0664062	3108	1,01172
3109	-0,0703125	3109	0,0625	3109	1,01172
3110	-0,078125	3110	0,0703125	3110	1,00781
3111	-0,0820312	3111	0,0585937	3111	1,00391
3112	-0,0742187	3112	0,0625	3112	0,988281
3113	-0,078125	3113	0,0625	3113	0,996094
3114	-0,078125	3114	0,0625	3114	0,992187
3115	-0,0820312	3115	0,0664062	3115	0,992187
3116	-0,078125	3116	0,0625	3116	1
3117	-0,0742187	3117	0,0585937	3117	1,00391
3118	-0,078125	3118	0,0625	3118	0,996094
3119	-0,078125	3119	0,0664062	3119	0,996094
3120	-0,0742187	3120	0,0625	3120	0,992187
3121	-0,078125	3121	0,0585937	3121	0,976562
3122	-0,0742187	3122	0,0546875	3122	0,972656
3123	-0,0742187	3123	0,0546875	3123	0,972656
3124	-0,0898437	3124	0,0585937	3124	0,96875
3125	-0,0898437	3125	0,0625	3125	0,964844
3126	-0,09375	3126	0,0546875	3126	0,972656
3127	-0,09375	3127	0,0546875	3127	0,972656
3128	-0,0898437	3128	0,046875	3128	0,980469
3129	-0,0898437	3129	0,0507812	3129	0,988281
3130	-0,078125	3130	0,0585937	3130	0,996094
3131	-0,0742187	3131	0,0585937	3131	0,992187
3132	-0,0742187	3132	0,0585937	3132	0,992187
3133	-0,0664062	3133	0,0585937	3133	0,988281
3134	-0,0664062	3134	0,0585937	3134	0,988281
3135	-0,0703125	3135	0,0546875	3135	0,984375
3136	-0,0703125	3136	0,0546875	3136	0,988281
3137	-0,078125	3137	0,0625	3137	0,988281
3138	-0,0742187	3138	0,0546875	3138	1
3139	-0,0742187	3139	0,0546875	3139	1,00781
3140	-0,0742187	3140	0,0585937	3140	1,00781
3141	-0,0742187	3141	0,0625	3141	1,01172
3142	-0,0742187	3142	0,0625	3142	1,01172
3143	-0,0742187	3143	0,0625	3143	1,01172
3144	-0,0664062	3144	0,0664062	3144	1,00391
3145	-0,0703125	3145	0,0664062	3145	0,996094
3146	-0,078125	3146	0,0664062	3146	0,996094
3147	-0,0820312	3147	0,0585937	3147	0,992187
3148	-0,09375	3148	0,0664062	3148	0,988281
3149	-0,09375	3149	0,0664062	3149	0,988281
3150	-0,0820312	3150	0,0546875	3150	0,996094
3151	-0,0859375	3151	0,0625	3151	1
3152	-0,078125	3152	0,0585937	3152	1,00391
3153	-0,0742187	3153	0,0585937	3153	1
3154	-0,0742187	3154	0,0625	3154	0,996094
3155	-0,078125	3155	0,0585937	3155	0,988281
3156	-0,0742187	3156	0,0625	3156	0,988281
3157	-0,0742187	3157	0,0664062	3157	0,980469
3158	-0,078125	3158	0,0664062	3158	0,976562
3159	-0,0742187	3159	0,0585937	3159	0,976562
3160	-0,0898437	3160	0,0507812	3160	0,972656
3161	-0,09375	3161	0,0507812	3161	0,972656
3162	-0,09375	3162	0,0507812	3162	0,972656
3163	-0,09375	3163	0,0546875	3163	0,976562
3164	-0,0976562	3164	0,0546875	3164	0,988281
3165	-0,0898437	3165	0,0507812	3165	0,996094
3166	-0,078125	3166	0,0585937	3166	1
3167	-0,0742187	3167	0,0507812	3167	0,996094
3168	-0,078125	3168	0,0625	3168	0,996094
3169	-0,0703125	3169	0,0585937	3169	0,996094
3170	-0,0625	3170	0,0546875	3170	0,988281
3171	-0,0664062	3171	0,0625	3171	0,988281
3172	-0,0742187	3172	0,0546875	3172	0,992187
3173	-0,078125	3173	0,0625	3173	0,992187
3174	-0,0742187	3174	0,046875	3174	0,996094
3175	-0,0820312	3175	0,0507812	3175	1
3176	-0,0898437	3176	0,0585937	3176	1,00781
3177	-0,0859375	3177	0,0585937	3177	1,01172
3178	-0,078125	3178	0,0585937	3178	1,01563
3179	-0,0742187	3179	0,0546875	3179	1,00391
3180	-0,0742187	3180	0,0546875	3180	1,00391
3181	-0,078125	3181	0,0664062	3181	1
3182	-0,078125	3182	0,0585937	3182	0,992187
3183	-0,078125	3183	0,0703125	3183	0,988281
3184	-0,0742187	3184	0,0625	3184	0,992187
3185	-0,0742187	3185	0,0664062	3185	0,992187
3186	-0,0820312	3186	0,0625	3186	1
3187	-0,0820312	3187	0,0585937	3187	1,00391
3188	-0,078125	3188	0,0585937	3188	1,00391
3189	-0,078125	3189	0,0585937	3189	1,00391
3190	-0,078125	3190	0,0625	3190	1,00391
3191	-0,0703125	3191	0,0625	3191	0,996094
3192	-0,0703125	3192	0,0625	3192	0,992187
3193	-0,078125	3193	0,0585937	3193	0,980469
3194	-0,078125	3194	0,0546875	3194	0,964844
3195	-0,0898437	3195	0,0625	3195	0,964844
3196	-0,09375	3196	0,0625	3196	0,964844
3197	-0,09375	3197	0,0625	3197	0,964844
3198	-0,0976562	3198	0,0585937	3198	0,972656
3199	-0,0859375	3199	0,0507812	3199	0,980469
3200	-0,0859375	3200	0,0507812	3200	0,988281
3201	-0,078125	3201	0,0546875	3201	0,996094
3202	-0,078125	3202	0,0546875	3202	1
3203	-0,0742187	3203	0,0546875	3203	1
3204	-0,0664062	3204	0,0546875	3204	0,996094
3205	-0,0625	3205	0,0625	3205	0,988281
3206	-0,0664062	3206	0,0664062	3206	0,984375
3207	-0,0664062	3207	0,0585937	3207	0,984375
3208	-0,0742187	3208	0,0546875	3208	0,988281
3209	-0,0820312	3209	0,0664062	3209	0,988281
3210	-0,0820312	3210	0,0664062	3210	0,988281
3211	-0,0742187	3211	0,0625	3211	0,996094
3212	-0,0820312	3212	0,0625	3212	1
3213	-0,0820312	3213	0,0585937	3213	1,00781
3214	-0,0742187	3214	0,0625	3214	1,01172
3215	-0,0742187	3215	0,0625	3215	1,01172
3216	-0,0742187	3216	0,0664062	3216	1,01172
3217	-0,0742187	3217	0,0664062	3217	1,00781
3218	-0,0742187	3218	0,0664062	3218	1,00781
3219	-0,0898437	3219	0,0625	3219	1
3220	-0,0820312	3220	0,0625	3220	0,992187
3221	-0,0820312	3221	0,0625	3221	0,992187
3222	-0,0898437	3222	0,0585937	3222	0,992187
3223	-0,0898437	3223	0,0625	3223	0,992187
3224	-0,078125	3224	0,0625	3224	0,996094
3225	-0,0742187	3225	0,0664062	3225	1
3226	-0,0742187	3226	0,0664062	3226	1
3227	-0,0703125	3227	0,0664062	3227	0,996094
3228	-0,0742187	3228	0,0703125	3228	0,992187
3229	-0,0742187	3229	0,0585937	3229	0,988281
3230	-0,0703125	3230	0,0625	3230	0,984375
3231	-0,0703125	3231	0,0664062	3231	0,976562
3232	-0,078125	3232	0,0625	3232	0,976562
3233	-0,0898437	3233	0,0625	3233	0,964844
3234	-0,09375	3234	0,0546875	3234	0,972656
3235	-0,105469	3235	0,046875	3235	0,972656
3236	-0,105469	3236	0,0507812	3236	0,976562
3237	-0,101562	3237	0,0507812	3237	0,984375
3238	-0,0898437	3238	0,0546875	3238	0,996094
3239	-0,0664062	3239	0,0507812	3239	1
3240	-0,0664062	3240	0,0507812	3240	1
3241	-0,0664062	3241	0,0546875	3241	0,996094
3242	-0,0664062	3242	0,0625	3242	0,992187
3243	-0,0664062	3243	0,0664062	3243	0,992187
3244	-0,0546875	3244	0,0546875	3244	0,992187
3245	-0,0664062	3245	0,0585937	3245	0,992187
3246	-0,078125	3246	0,0585937	3246	0,996094
3247	-0,0898437	3247	0,0507812	3247	1
3248	-0,09375	3248	0,0507812	3248	1,00391
3249	-0,0898437	3249	0,046875	3249	1,00391
3250	-0,101562	3250	0,0546875	3250	1,01172
3251	-0,0859375	3251	0,0664062	3251	1,01172
3252	-0,0742187	3252	0,0625	3252	1,01172
3253	-0,0703125	3253	0,0625	3253	1,00391
3254	-0,0703125	3254	0,0625	3254	1
3255	-0,0703125	3255	0,0703125	3255	0,992187
3256	-0,0703125	3256	0,0625	3256	1
3257	-0,0703125	3257	0,0664062	3257	1,00391
3258	-0,078125	3258	0,0664062	3258	1,01172
3259	-0,078125	3259	0,0625	3259	1,00781
3260	-0,0820312	3260	0,0625	3260	1
3261	-0,078125	3261	0,0546875	3261	0,996094
3262	-0,09375	3262	0,0664062	3262	0,996094
3263	-0,09375	3263	0,0664062	3263	0,996094
3264	-0,078125	3264	0,0585937	3264	0,988281
3265	-0,078125	3265	0,0546875	3265	0,980469
3266	-0,078125	3266	0,0585937	3266	0,960937
3267	-0,0820312	3267	0,0664062	3267	0,964844
3268	-0,0820312	3268	0,0664062	3268	0,964844
3269	-0,09375	3269	0,0585937	3269	0,960937
3270	-0,0898437	3270	0,0585937	3270	0,972656
3271	-0,0859375	3271	0,0546875	3271	0,976562
3272	-0,0820312	3272	0,0546875	3272	0,984375
3273	-0,0859375	3273	0,0546875	3273	0,992187
3274	-0,078125	3274	0,0585937	3274	0,992187
3275	-0,0703125	3275	0,0507812	3275	0,996094
3276	-0,078125	3276	0,0585937	3276	0,988281
3277	-0,0703125	3277	0,0625	3277	0,988281
3278	-0,0703125	3278	0,0664062	3278	0,984375
3279	-0,0703125	3279	0,0585937	3279	0,988281
3280	-0,0703125	3280	0,0546875	3280	0,988281
3281	-0,0742187	3281	0,0585937	3281	0,992187
3282	-0,078125	3282	0,0625	3282	0,996094
3283	-0,0742187	3283	0,0625	3283	1,00391
3284	-0,0703125	3284	0,0585937	3284	1,00391
3285	-0,0742187	3285	0,0585937	3285	1,01172
3286	-0,078125	3286	0,0625	3286	1,01172
3287	-0,0742187	3287	0,0625	3287	1,00781
3288	-0,078125	3288	0,0664062	3288	1
3289	-0,0859375	3289	0,0625	3289	0,996094
3290	-0,0859375	3290	0,0625	3290	0,996094
3291	-0,0820312	3291	0,0585937	3291	0,992187
3292	-0,0898437	3292	0,0625	3292	0,988281
3293	-0,0859375	3293	0,0585937	3293	0,996094
3294	-0,0820312	3294	0,0625	3294	1
3295	-0,078125	3295	0,0664062	3295	1,00391
3296	-0,0703125	3296	0,0625	3296	1
3297	-0,0664062	3297	0,0585937	3297	1
3298	-0,0703125	3298	0,0625	3298	0,992187
3299	-0,0703125	3299	0,0625	3299	0,992187
3300	-0,0703125	3300	0,0625	3300	0,984375
3301	-0,0742187	3301	0,0625	3301	0,976562
3302	-0,0898437	3302	0,0585937	3302	0,972656
3303	-0,09375	3303	0,0546875	3303	0,964844
3304	-0,0976562	3304	0,0507812	3304	0,964844
3305	-0,101562	3305	0,0507812	3305	0,972656
3306	-0,09375	3306	0,046875	3306	0,980469
3307	-0,09375	3307	0,0625	3307	0,988281
3308	-0,0742187	3308	0,0546875	3308	1
3309	-0,0664062	3309	0,0546875	3309	0,996094
3310	-0,0625	3310	0,0546875	3310	0,992187
3311	-0,0625	3311	0,0585937	3311	0,992187
3312	-0,0625	3312	0,0625	3312	0,992187
3313	-0,0664062	3313	0,0546875	3313	1,00391
3314	-0,0664062	3314	0,0625	3314	0,992187
3315	-0,0820312	3315	0,0546875	3315	1
3316	-0,0898437	3316	0,0546875	3316	1
3317	-0,0898437	3317	0,0507812	3317	1,00391
3318	-0,0859375	3318	0,0546875	3318	1
3319	-0,0859375	3319	0,0585937	3319	1,00391
3320	-0,0742187	3320	0,0625	3320	1,00391
3321	-0,0664062	3321	0,0585937	3321	1
3322	-0,0703125	3322	0,0625	3322	1
3323	-0,0820312	3323	0,0625	3323	1
3324	-0,0820312	3324	0,0625	3324	1
3325	-0,0859375	3325	0,0625	3325	1,00781
3326	-0,0859375	3326	0,0664062	3326	1,00391
3327	-0,0742187	3327	0,0585937	3327	1,00391
3328	-0,0820312	3328	0,0625	3328	1
3329	-0,0859375	3329	0,0664062	3329	0,992187
3330	-0,0820312	3330	0,0664062	3330	0,988281
3331	-0,078125	3331	0,0625	3331	0,988281
3332	-0,0742187	3332	0,0585937	3332	0,980469
3333	-0,0703125	3333	0,0664062	3333	0,984375
3334	-0,0742187	3334	0,0664062	3334	0,976562
3335	-0,0820312	3335	0,0585937	3335	0,980469
3336	-0,0859375	3336	0,0546875	3336	0,980469
3337	-0,09375	3337	0,0585937	3337	0,980469
3338	-0,0976562	3338	0,0546875	3338	0,980469
3339	-0,0898437	3339	0,0507812	3339	0,980469
3340	-0,09375	3340	0,0507812	3340	0,980469
3341	-0,0898437	3341	0,0507812	3341	0,980469
3342	-0,0898437	3342	0,0507812	3342	0,980469
3343	-0,09375	3343	0,0585937	3343	0,984375
3344	-0,0703125	3344	0,0585937	3344	0,988281
3345	-0,0664062	3345	0,0585937	3345	0,988281
3346	-0,0664062	3346	0,0585937	3346	0,988281
3347	-0,0625	3347	0,0585937	3347	0,996094
3348	-0,0585937	3348	0,0585937	3348	0,996094
3349	-0,0664062	3349	0,0625	3349	1,00391
3350	-0,0742187	3350	0,0585937	3350	1
3351	-0,0703125	3351	0,0625	3351	1,00391
3352	-0,078125	3352	0,0585937	3352	1
3353	-0,078125	3353	0,0585937	3353	1
3354	-0,0898437	3354	0,0585937	3354	0,996094
3355	-0,0820312	3355	0,0585937	3355	1
3356	-0,078125	3356	0,0625	3356	1,00391
3357	-0,078125	3357	0,0664062	3357	0,996094
3358	-0,078125	3358	0,0664062	3358	0,996094
3359	-0,0820312	3359	0,0625	3359	0,996094
3360	-0,0859375	3360	0,0625	3360	0,992187
3361	-0,078125	3361	0,0625	3361	1
3362	-0,078125	3362	0,0664062	3362	0,996094
3363	-0,078125	3363	0,0664062	3363	1
3364	-0,0703125	3364	0,0664062	3364	0,996094
3365	-0,0703125	3365	0,0625	3365	0,992187
3366	-0,0742187	3366	0,0625	3366	0,992187
3367	-0,078125	3367	0,0625	3367	0,984375
3368	-0,0820312	3368	0,0664062	3368	0,976562
3369	-0,0820312	3369	0,0664062	3369	0,976562
3370	-0,0820312	3370	0,0585937	3370	0,976562
3371	-0,0898437	3371	0,0546875	3371	0,96875
3372	-0,09375	3372	0,0546875	3372	0,972656
3373	-0,101562	3373	0,0507812	3373	0,980469
3374	-0,0976562	3374	0,046875	3374	0,980469
3375	-0,0976562	3375	0,046875	3375	0,980469
3376	-0,0976562	3376	0,0507812	3376	0,988281
3377	-0,0820312	3377	0,0585937	3377	0,992187
3378	-0,0742187	3378	0,0585937	3378	0,992187
3379	-0,0664062	3379	0,0585937	3379	0,992187
3380	-0,0664062	3380	0,0507812	3380	0,996094
3381	-0,0664062	3381	0,0507812	3381	0,996094
3382	-0,0664062	3382	0,0625	3382	0,996094
3383	-0,0664062	3383	0,0585937	3383	0,992187
3384	-0,0742187	3384	0,0546875	3384	0,992187
3385	-0,078125	3385	0,0546875	3385	1
3386	-0,0820312	3386	0,0507812	3386	0,996094
3387	-0,078125	3387	0,0546875	3387	1
3388	-0,078125	3388	0,0585937	3388	1,00781
3389	-0,078125	3389	0,0585937	3389	1,00781
3390	-0,0859375	3390	0,0585937	3390	1,00781
3391	-0,0742187	3391	0,0664062	3391	1,01172
3392	-0,0703125	3392	0,0585937	3392	1,00781
3393	-0,0742187	3393	0,0625	3393	1,00391
3394	-0,078125	3394	0,0664062	3394	0,996094
3395	-0,0820312	3395	0,0625	3395	0,992187
3396	-0,078125	3396	0,0625	3396	1,00391
3397	-0,0703125	3397	0,0546875	3397	1
3398	-0,078125	3398	0,0625	3398	1,00391
3399	-0,0820312	3399	0,0625	3399	0,996094
3400	-0,078125	3400	0,0664062	3400	0,988281
3401	-0,0742187	3401	0,0585937	3401	0,988281
3402	-0,0742187	3402	0,0546875	3402	0,980469
3403	-0,0820312	3403	0,0625	3403	0,980469
3404	-0,078125	3404	0,0625	3404	0,976562
3405	-0,078125	3405	0,0546875	3405	0,976562
3406	-0,09375	3406	0,0546875	3406	0,972656
3407	-0,09375	3407	0,0546875	3407	0,96875
3408	-0,09375	3408	0,0546875	3408	0,972656
3409	-0,09375	3409	0,0546875	3409	0,972656
3410	-0,0859375	3410	0,0507812	3410	0,980469
3411	-0,0859375	3411	0,0507812	3411	0,988281
3412	-0,0820312	3412	0,0585937	3412	0,992187
3413	-0,0703125	3413	0,0585937	3413	0,988281
3414	-0,0703125	3414	0,0585937	3414	0,988281
3415	-0,0742187	3415	0,0625	3415	0,992187
3416	-0,0703125	3416	0,0585937	3416	0,984375
3417	-0,0703125	3417	0,0546875	3417	0,984375
3418	-0,0703125	3418	0,0585937	3418	0,992187
3419	-0,0664062	3419	0,0546875	3419	0,992187
3420	-0,078125	3420	0,0585937	3420	0,996094
3421	-0,0742187	3421	0,0585937	3421	1
3422	-0,0742187	3422	0,0625	3422	1,00391
3423	-0,0703125	3423	0,0585937	3423	1,00781
3424	-0,0742187	3424	0,0625	3424	1,00391
3425	-0,0742187	3425	0,0625	3425	1,01172
3426	-0,078125	3426	0,0703125	3426	1
3427	-0,0820312	3427	0,0625	3427	1
3428	-0,0820312	3428	0,0585937	3428	0,992187
3429	-0,0898437	3429	0,0664062	3429	0,996094
3430	-0,0859375	3430	0,0585937	3430	0,992187
3431	-0,0820312	3431	0,0546875	3431	1,00391
3432	-0,0820312	3432	0,0546875	3432	1,00391
3433	-0,0820312	3433	0,0664062	3433	1,00391
3434	-0,0703125	3434	0,0664062	3434	1
3435	-0,0703125	3435	0,0664062	3435	0,992187
3436	-0,0703125	3436	0,0664062	3436	0,984375
3437	-0,0742187	3437	0,0625	3437	0,984375
3438	-0,078125	3438	0,0664062	3438	0,976562
3439	-0,078125	3439	0,0664062	3439	0,976562
3440	-0,0859375	3440	0,0585937	3440	0,976562
3441	-0,0859375	3441	0,0585937	3441	0,976562
3442	-0,0898437	3442	0,0546875	3442	0,980469
3443	-0,09375	3443	0,0546875	3443	0,984375
3444	-0,101562	3444	0,0546875	3444	0,984375
3445	-0,0898437	3445	0,0546875	3445	0,988281
3446	-0,078125	3446	0,0546875	3446	0,996094
3447	-0,0742187	3447	0,0625	3447	0,988281
3448	-0,0625	3448	0,0625	3448	0,984375
3449	-0,0625	3449	0,0585937	3449	0,992187
3450	-0,0664062	3450	0,0585937	3450	0,992187
3451	-0,0664062	3451	0,0585937	3451	0,992187
3452	-0,0703125	3452	0,0625	3452	1
3453	-0,0664062	3453	0,0507812	3453	1,00781
3454	-0,0742187	3454	0,0546875	3454	1,00781
3455	-0,0859375	3455	0,0546875	3455	1,00781
3456	-0,0820312	3456	0,0546875	3456	1,00781
3457	-0,078125	3457	0,0585937	3457	1,00781
3458	-0,078125	3458	0,0664062	3458	1,00781
3459	-0,078125	3459	0,0664062	3459	0,996094
3460	-0,078125	3460	0,0664062	3460	0,996094
3461	-0,078125	3461	0,0585937	3461	0,996094
3462	-0,078125	3462	0,0585937	3462	1,00391
