Samples - X-Axis	Acceleration (g) - X-Axis	Samples - Y-Axis	Acceleration (g) - Y-Axis	Samples - Z-Axis	Acceleration (g) - Z-Axis
2909	-0,0195312	2909	0,0742187	2909	0,992187
2910	-0,0195312	2910	0,0742187	2910	0,992187
2911	-0,046875	2911	0,0820312	2911	0,992187
2912	-0,0625	2912	0,0820312	2912	0,980469
2913	-0,0859375	2913	0,0742187	2913	0,984375
2914	-0,117187	2914	0,0742187	2914	0,992187
2915	-0,136719	2915	0,0664062	2915	0,996094
2916	-0,140625	2916	0,03125	2916	1,00781
2917	-0,125	2917	0,015625	2917	1,01563
2918	-0,0859375	2918	0,0234375	2918	1,00781
2919	-0,0664062	2919	0,0507812	2919	1,00391
2920	-0,03125	2920	0,0664062	2920	0,996094
2921	0,00390625	2921	0,0742187	2921	0,984375
2922	-0,00390625	2922	0,0859375	2922	0,980469
2923	-0,00390625	2923	0,0859375	2923	0,980469
2924	-0,0273437	2924	0,09375	2924	0,976562
2925	-0,0742187	2925	0,0703125	2925	0,976562
2926	-0,0742187	2926	0,0703125	2926	0,976562
2927	-0,148437	2927	0,0585937	2927	0,992187
2928	-0,152344	2928	0,0351562	2928	0,996094
2929	-0,132812	2929	0,0078125	2929	1,01172
2930	-0,121094	2930	0,0234375	2930	1,01563
2931	-0,09375	2931	0,046875	2931	1,00391
2932	-0,0507812	2932	0,0664062	2932	0,988281
2933	-0,0507812	2933	0,0664062	2933	0,988281
2934	-0,0195312	2934	0,0859375	2934	0,960937
2935	-0,0273437	2935	0,0859375	2935	0,953125
2936	-0,0351562	2936	0,078125	2936	0,953125
2937	-0,0351562	2937	0,078125	2937	0,953125
2938	-0,0664062	2938	0,0742187	2938	0,964844
2939	-0,0898437	2939	0,078125	2939	0,980469
2940	-0,117187	2940	0,0664062	2940	0,988281
2941	-0,109375	2941	0,046875	2941	1,00391
2942	-0,125	2942	0,0390625	2942	1,01563
2943	-0,117187	2943	0,0273437	2943	1,02344
2944	-0,0859375	2944	0,0351562	2944	1,01172
2945	-0,0742187	2945	0,0546875	2945	1
2946	-0,0546875	2946	0,0585937	2946	0,984375
2947	-0,0390625	2947	0,078125	2947	0,964844
2948	-0,0390625	2948	0,078125	2948	0,960937
2949	-0,0664062	2949	0,0820312	2949	0,96875
2950	-0,0820312	2950	0,078125	2950	0,980469
2951	-0,0820312	2951	0,078125	2951	0,980469
2952	-0,09375	2952	0,0664062	2952	0,996094
2953	-0,109375	2953	0,0664062	2953	1,01172
2954	-0,128906	2954	0,0625	2954	1,01563
2955	-0,109375	2955	0,0351562	2955	1,02344
2956	-0,09375	2956	0,0273437	2956	1,03516
2957	-0,0859375	2957	0,0390625	2957	1,02344
2958	-0,0625	2958	0,046875	2958	1,01172
2959	-0,0234375	2959	0,0507812	2959	0,996094
2960	-0,0234375	2960	0,0742187	2960	0,980469
2961	-0,0429687	2961	0,09375	2961	0,984375
2962	-0,0546875	2962	0,0859375	2962	0,980469
2963	-0,0820312	2963	0,0820312	2963	0,976562
2964	-0,109375	2964	0,0742187	2964	0,996094
2965	-0,132812	2965	0,0742187	2965	0,996094
2966	-0,148437	2966	0,0625	2966	1,01172
2967	-0,140625	2967	0,03125	2967	1,01563
2968	-0,132812	2968	0,0195312	2968	1,00781
2969	-0,09375	2969	0,015625	2969	1,00391
2970	-0,0742187	2970	0,0429687	2970	1
2971	-0,0429687	2971	0,0546875	2971	0,988281
2972	0,00390625	2972	0,0742187	2972	0,984375
2973	0,00390625	2973	0,0742187	2973	0,984375
2974	0,00390625	2974	0,0898437	2974	0,984375
2975	-0,0195312	2975	0,0976562	2975	0,976562
2976	-0,0507812	2976	0,09375	2976	0,976562
2977	-0,0507812	2977	0,09375	2977	0,976562
2978	-0,0703125	2978	0,078125	2978	0,980469
2979	-0,113281	2979	0,0664062	2979	0,984375
2980	-0,152344	2980	0,0585937	2980	1
2981	-0,148437	2981	0,0351562	2981	1
2982	-0,148437	2982	0,0351562	2982	1
2983	-0,132812	2983	0,015625	2983	1,00391
2984	-0,125	2984	0,0195312	2984	1,01172
2985	-0,101562	2985	0,0429687	2985	0,988281
2986	-0,101562	2986	0,0429687	2986	0,988281
2987	-0,0585937	2987	0,0546875	2987	0,984375
2988	-0,0078125	2988	0,0703125	2988	0,960937
2989	-0,015625	2989	0,0898437	2989	0,972656
2990	-0,0273437	2990	0,0898437	2990	0,964844
2991	-0,0273437	2991	0,0898437	2991	0,960937
2992	-0,0664062	2992	0,0742187	2992	0,96875
2993	-0,0976562	2993	0,078125	2993	0,984375
2994	-0,121094	2994	0,0664062	2994	0,980469
2995	-0,121094	2995	0,0664062	2995	0,980469
2996	-0,125	2996	0,0429687	2996	0,996094
2997	-0,125	2997	0,0195312	2997	1,00781
2998	-0,121094	2998	0,0234375	2998	1,01953
2999	-0,0820312	2999	0,0351562	2999	1,01172
3000	-0,0703125	3000	0,0546875	3000	1,00391
3001	-0,0429687	3001	0,0703125	3001	0,988281
3002	-0,0273437	3002	0,0859375	3002	0,976562
3003	-0,0429687	3003	0,078125	3003	0,96875
3004	-0,0625	3004	0,078125	3004	0,972656
3005	-0,0859375	3005	0,0742187	3005	0,972656
3006	-0,0859375	3006	0,0742187	3006	0,972656
3007	-0,101562	3007	0,0664062	3007	0,984375
3008	-0,121094	3008	0,0664062	3008	1
3009	-0,132812	3009	0,0585937	3009	1,01172
3010	-0,101562	3010	0,0429687	3010	1,01563
3011	-0,0859375	3011	0,0195312	3011	1,03516
3012	-0,0820312	3012	0,0390625	3012	1,03125
3013	-0,0585937	3013	0,0546875	3013	1,02344
3014	-0,03125	3014	0,0585937	3014	1,00391
3015	-0,0195312	3015	0,078125	3015	0,988281
3016	-0,0390625	3016	0,0898437	3016	0,980469
3017	-0,0585937	3017	0,0820312	3017	0,976562
3018	-0,078125	3018	0,078125	3018	0,972656
3019	-0,109375	3019	0,0742187	3019	0,996094
3020	-0,125	3020	0,0703125	3020	1
3021	-0,144531	3021	0,0625	3021	1,00781
3022	-0,140625	3022	0,0429687	3022	1,01563
3023	-0,121094	3023	0,0195312	3023	1,01953
3024	-0,09375	3024	0,0195312	3024	1,01563
3025	-0,0742187	3025	0,0429687	3025	1,00781
3026	-0,0742187	3026	0,0429687	3026	1,00781
3027	-0,046875	3027	0,0585937	3027	0,992187
3028	-0,00390625	3028	0,0703125	3028	0,984375
3029	-0,00390625	3029	0,0820312	3029	0,96875
3030	-0,0195312	3030	0,0976562	3030	0,964844
3031	-0,0507812	3031	0,0898437	3031	0,96875
3032	-0,0664062	3032	0,0820312	3032	0,976562
3033	-0,0976562	3033	0,0742187	3033	0,992187
3034	-0,136719	3034	0,0703125	3034	1,00781
3035	-0,136719	3035	0,0429687	3035	1,01172
3036	-0,132812	3036	0,015625	3036	1,00781
3037	-0,125	3037	0,015625	3037	1,00391
3038	-0,113281	3038	0,0390625	3038	0,992187
3039	-0,0703125	3039	0,046875	3039	0,984375
3040	-0,0234375	3040	0,0585937	3040	0,964844
3041	-0,0117187	3041	0,0820312	3041	0,957031
3042	-0,03125	3042	0,0859375	3042	0,957031
3043	-0,0429687	3043	0,09375	3043	0,949219
3044	-0,0507812	3044	0,0859375	3044	0,960937
3045	-0,078125	3045	0,0742187	3045	0,996094
3046	-0,078125	3046	0,0742187	3046	0,996094
3047	-0,105469	3047	0,0742187	3047	1
3048	-0,117187	3048	0,0585937	3048	1,00781
3049	-0,128906	3049	0,0195312	3049	1,00781
3050	-0,140625	3050	0,0195312	3050	1,00781
3051	-0,109375	3051	0,0234375	3051	0,996094
3052	-0,0859375	3052	0,0429687	3052	0,992187
3053	-0,046875	3053	0,0585937	3053	0,984375
3054	-0,0195312	3054	0,078125	3054	0,984375
3055	-0,0195312	3055	0,0820312	3055	0,972656
3056	-0,046875	3056	0,0898437	3056	0,980469
3057	-0,0742187	3057	0,0859375	3057	0,988281
3058	-0,0742187	3058	0,0859375	3058	0,988281
3059	-0,09375	3059	0,0703125	3059	0,988281
3060	-0,117187	3060	0,0664062	3060	0,996094
3061	-0,140625	3061	0,0546875	3061	1,01172
3062	-0,128906	3062	0,03125	3062	1,01953
3063	-0,101562	3063	0,015625	3063	1,01953
3064	-0,0859375	3064	0,03125	3064	1,01953
3065	-0,0664062	3065	0,0546875	3065	1,00781
3066	-0,0234375	3066	0,0703125	3066	1,00391
3067	-0,00390625	3067	0,0742187	3067	0,996094
3068	-0,0273437	3068	0,0859375	3068	0,992187
3069	-0,0507812	3069	0,0820312	3069	0,988281
3070	-0,0742187	3070	0,0820312	3070	0,988281
3071	-0,109375	3071	0,078125	3071	0,988281
3072	-0,132812	3072	0,0703125	3072	0,996094
3073	-0,144531	3073	0,0585937	3073	0,992187
3074	-0,144531	3074	0,0390625	3074	1,00391
3075	-0,132812	3075	0,0195312	3075	1,00781
3076	-0,105469	3076	0,015625	3076	1,01172
3077	-0,0820312	3077	0,0429687	3077	1,00391
3078	-0,0507812	3078	0,0585937	3078	1,00391
3079	-0,0078125	3079	0,0703125	3079	0,992187
3080	0,00390625	3080	0,0898437	3080	0,980469
3081	-0,015625	3081	0,09375	3081	0,972656
3082	-0,046875	3082	0,09375	3082	0,964844
3083	-0,0664062	3083	0,0859375	3083	0,960937
3084	-0,0664062	3084	0,0859375	3084	0,960937
3085	-0,0898437	3085	0,0703125	3085	0,980469
3086	-0,128906	3086	0,0625	3086	0,996094
3087	-0,152344	3087	0,046875	3087	0,996094
3088	-0,148437	3088	0,015625	3088	1,01172
3089	-0,136719	3089	0,015625	3089	1,01563
3090	-0,117187	3090	0,03125	3090	1,00391
3091	-0,078125	3091	0,0507812	3091	0,988281
3092	-0,0234375	3092	0,0507812	3092	0,976562
3093	-0,0234375	3093	0,0507812	3093	0,976562
3094	-0,0078125	3094	0,0820312	3094	0,964844
3095	-0,0195312	3095	0,0898437	3095	0,949219
3096	-0,03125	3096	0,09375	3096	0,945312
3097	-0,0507812	3097	0,0859375	3097	0,953125
3098	-0,078125	3098	0,0742187	3098	0,976562
3099	-0,105469	3099	0,0625	3099	0,988281
3100	-0,121094	3100	0,046875	3100	1,00391
3101	-0,125	3101	0,0234375	3101	1,01563
3102	-0,125	3102	0,0273437	3102	1,02344
3103	-0,0976562	3103	0,03125	3103	1,00781
3104	-0,0820312	3104	0,046875	3104	0,992187
3105	-0,0625	3105	0,0625	3105	0,980469
3106	-0,03125	3106	0,0664062	3106	0,972656
3107	-0,0195312	3107	0,0742187	3107	0,972656
3108	-0,0585937	3108	0,078125	3108	0,976562
3109	-0,0742187	3109	0,0898437	3109	0,980469
3110	-0,0898437	3110	0,078125	3110	0,992187
3111	-0,0898437	3111	0,078125	3111	0,992187
3112	-0,117187	3112	0,0664062	3112	1
3113	-0,136719	3113	0,0585937	3113	1,00781
3114	-0,117187	3114	0,03125	3114	1,00781
3115	-0,101562	3115	0,0195312	3115	1,01953
3116	-0,0820312	3116	0,03125	3116	1,01563
3117	-0,0625	3117	0,046875	3117	1,01172
3118	-0,0351562	3118	0,0625	3118	1,00391
3119	-0,0117187	3119	0,078125	3119	1,00391
3120	-0,03125	3120	0,0859375	3120	1
3121	-0,0546875	3121	0,0859375	3121	0,992187
3122	-0,078125	3122	0,0820312	3122	0,984375
3123	-0,105469	3123	0,0703125	3123	0,984375
3124	-0,105469	3124	0,0703125	3124	0,984375
3125	-0,132812	3125	0,0742187	3125	0,984375
3126	-0,148437	3126	0,0507812	3126	0,992187
3127	-0,15625	3127	0,0429687	3127	1,00391
3128	-0,144531	3128	0,0234375	3128	1,01953
3129	-0,105469	3129	0,0078125	3129	1,02344
3130	-0,0742187	3130	0,0351562	3130	1,01563
3131	-0,0429687	3131	0,0625	3131	1,00391
3132	0,00390625	3132	0,078125	3132	0,992187
3133	0,015625	3133	0,0859375	3133	0,976562
3134	-0,0117187	3134	0,0976562	3134	0,964844
3135	-0,0429687	3135	0,0898437	3135	0,964844
3136	-0,0429687	3136	0,0898437	3136	0,964844
3137	-0,0703125	3137	0,0703125	3137	0,964844
3138	-0,105469	3138	0,0625	3138	0,984375
3139	-0,148437	3139	0,0546875	3139	0,996094
3140	-0,15625	3140	0,0429687	3140	1
3141	-0,140625	3141	0,0195312	3141	1,01563
3142	-0,121094	3142	0,015625	3142	1,01172
3143	-0,101562	3143	0,0390625	3143	1
3144	-0,0742187	3144	0,0546875	3144	0,980469
3145	-0,0234375	3145	0,0664062	3145	0,96875
3146	-0,0195312	3146	0,0820312	3146	0,953125
3147	-0,0195312	3147	0,09375	3147	0,953125
3148	-0,03125	3148	0,0898437	3148	0,960937
3149	-0,0585937	3149	0,0820312	3149	0,96875
3150	-0,0585937	3150	0,0820312	3150	0,96875
3151	-0,0742187	3151	0,0703125	3151	0,984375
3152	-0,101562	3152	0,0664062	3152	0,996094
3153	-0,121094	3153	0,0585937	3153	1
3154	-0,121094	3154	0,0351562	3154	1,00781
3155	-0,121094	3155	0,0351562	3155	1,00781
3156	-0,125	3156	0,0273437	3156	1,01172
3157	-0,09375	3157	0,03125	3157	1,00781
3158	-0,0585937	3158	0,0507812	3158	0,984375
3159	-0,0351562	3159	0,0742187	3159	0,972656
3160	-0,0351562	3160	0,0820312	3160	0,976562
3161	-0,0585937	3161	0,0820312	3161	0,980469
3162	-0,0742187	3162	0,0820312	3162	0,96875
3163	-0,0898437	3163	0,078125	3163	0,988281
3164	-0,105469	3164	0,0664062	3164	1
3165	-0,105469	3165	0,0664062	3165	1
3166	-0,128906	3166	0,0625	3166	1,01172
3167	-0,117187	3167	0,0390625	3167	1,01172
3168	-0,0976562	3168	0,0234375	3168	1,02734
3169	-0,0820312	3169	0,0273437	3169	1,02344
3170	-0,0703125	3170	0,046875	3170	1,01172
3171	-0,0429687	3171	0,0507812	3171	1
3172	-0,0195312	3172	0,0625	3172	0,996094
3173	-0,03125	3173	0,0859375	3173	0,996094
3174	-0,0507812	3174	0,0859375	3174	0,988281
3175	-0,0664062	3175	0,0859375	3175	0,980469
3176	-0,09375	3176	0,0820312	3176	0,988281
3177	-0,125	3177	0,078125	3177	0,996094
3178	-0,125	3178	0,078125	3178	0,996094
3179	-0,148437	3179	0,0625	3179	1
3180	-0,144531	3180	0,0351562	3180	1,00781
3181	-0,136719	3181	0,0195312	3181	1,01563
3182	-0,105469	3182	0,0078125	3182	1,01953
3183	-0,0820312	3183	0,0390625	3183	1,00781
3184	-0,0507812	3184	0,0546875	3184	0,992187
3185	-0,00390625	3185	0,0703125	3185	0,988281
3186	0,0078125	3186	0,0820312	3186	0,980469
3187	-0,0117187	3187	0,0976562	3187	0,972656
3188	-0,046875	3188	0,0898437	3188	0,976562
3189	-0,046875	3189	0,0898437	3189	0,976562
3190	-0,0664062	3190	0,0820312	3190	0,976562
3191	-0,0976562	3191	0,0664062	3191	0,976562
3192	-0,144531	3192	0,0703125	3192	0,992187
3193	-0,148437	3193	0,046875	3193	0,992187
3194	-0,144531	3194	0,015625	3194	1,00391
3195	-0,121094	3195	0,0117187	3195	1,00781
3196	-0,109375	3196	0,03125	3196	1,00391
3197	-0,0742187	3197	0,0507812	3197	0,984375
3198	-0,0742187	3198	0,0507812	3198	0,984375
3199	-0,0234375	3199	0,0664062	3199	0,972656
3200	-0,00390625	3200	0,0820312	3200	0,964844
3201	-0,0234375	3201	0,0976562	3201	0,957031
3202	-0,03125	3202	0,0898437	3202	0,953125
3203	-0,03125	3203	0,0898437	3203	0,953125
3204	-0,0546875	3204	0,0742187	3204	0,960937
3205	-0,0820312	3205	0,0703125	3205	0,980469
3206	-0,117187	3206	0,0664062	3206	0,988281
3207	-0,113281	3207	0,0507812	3207	0,996094
3208	-0,117187	3208	0,0273437	3208	1,00391
3209	-0,121094	3209	0,0273437	3209	1,01953
3210	-0,0898437	3210	0,0273437	3210	1,00781
3211	-0,0703125	3211	0,0390625	3211	0,992187
3212	-0,0546875	3212	0,0585937	3212	0,996094
3213	-0,046875	3213	0,0742187	3213	0,984375
3214	-0,046875	3214	0,078125	3214	0,96875
3215	-0,0585937	3215	0,0742187	3215	0,976562
3216	-0,0859375	3216	0,0742187	3216	0,976562
3217	-0,0976562	3217	0,0703125	3217	0,984375
3218	-0,109375	3218	0,0664062	3218	0,996094
3219	-0,125	3219	0,0585937	3219	1,00781
3220	-0,125	3220	0,0585937	3220	1,00781
3221	-0,101562	3221	0,0507812	3221	1,01563
3222	-0,078125	3222	0,0273437	3222	1,01953
3223	-0,078125	3223	0,0273437	3223	1,02344
3224	-0,0664062	3224	0,0507812	3224	1,01563
3225	-0,0429687	3225	0,0546875	3225	1,00391
3226	-0,0234375	3226	0,0625	3226	1
3227	-0,0429687	3227	0,0859375	3227	0,996094
3228	-0,0585937	3228	0,078125	3228	0,988281
3229	-0,0742187	3229	0,078125	3229	0,96875
3230	-0,105469	3230	0,0703125	3230	0,980469
3231	-0,121094	3231	0,0742187	3231	0,988281
3232	-0,140625	3232	0,0664062	3232	0,996094
3233	-0,136719	3233	0,0429687	3233	1,00781
3234	-0,125	3234	0,0195312	3234	1,01953
3235	-0,105469	3235	0,0195312	3235	1,01953
3236	-0,078125	3236	0,0351562	3236	1,00781
3237	-0,0546875	3237	0,0546875	3237	0,996094
3238	-0,0117187	3238	0,0625	3238	0,988281
3239	0	3239	0,0820312	3239	0,972656
3240	-0,0195312	3240	0,0859375	3240	0,96875
3241	-0,046875	3241	0,09375	3241	0,976562
3242	-0,0664062	3242	0,0820312	3242	0,96875
3243	-0,0976562	3243	0,0742187	3243	0,972656
3244	-0,132812	3244	0,0742187	3244	0,996094
3245	-0,148437	3245	0,0507812	3245	1
3246	-0,140625	3246	0,015625	3246	1,00391
3247	-0,117187	3247	0,00390625	3247	1,01172
3248	-0,109375	3248	0,0273437	3248	1,00391
3249	-0,0742187	3249	0,0546875	3249	0,984375
3250	-0,015625	3250	0,0625	3250	0,976562
3251	-0,00390625	3251	0,0859375	3251	0,964844
3252	-0,0195312	3252	0,09375	3252	0,960937
3253	-0,0273437	3253	0,0859375	3253	0,964844
3254	-0,0273437	3254	0,0859375	3254	0,964844
3255	-0,0585937	3255	0,078125	3255	0,964844
3256	-0,0898437	3256	0,0703125	3256	0,980469
3257	-0,121094	3257	0,0664062	3257	0,984375
3258	-0,128906	3258	0,0507812	3258	0,988281
3259	-0,117187	3259	0,0273437	3259	1,00391
3260	-0,121094	3260	0,0234375	3260	1,01172
3261	-0,09375	3261	0,0273437	3261	1,00391
3262	-0,0664062	3262	0,046875	3262	1
3263	-0,0429687	3263	0,0625	3263	0,996094
3264	-0,03125	3264	0,0742187	3264	0,988281
3265	-0,0273437	3265	0,0859375	3265	0,984375
3266	-0,0625	3266	0,0820312	3266	0,988281
3267	-0,0625	3267	0,0820312	3267	0,988281
3268	-0,0859375	3268	0,0820312	3268	0,980469
3269	-0,101562	3269	0,0703125	3269	0,980469
3270	-0,125	3270	0,0585937	3270	0,992187
3271	-0,144531	3271	0,0546875	3271	1
3272	-0,128906	3272	0,0351562	3272	1,00391
3273	-0,105469	3273	0,0195312	3273	1,01953
3274	-0,0859375	3274	0,0351562	3274	1,02344
3275	-0,0585937	3275	0,0585937	3275	1,01172
3276	-0,0195312	3276	0,0664062	3276	1,01172
3277	-0,0195312	3277	0,0664062	3277	1,01172
3278	0	3278	0,078125	3278	1,01172
3279	-0,0234375	3279	0,0898437	3279	1
3280	-0,046875	3280	0,0859375	3280	0,992187
3281	-0,0742187	3281	0,0859375	3281	0,980469
3282	-0,117187	3282	0,0703125	3282	0,984375
3283	-0,144531	3283	0,0703125	3283	0,984375
3284	-0,160156	3284	0,0507812	3284	0,988281
3285	-0,152344	3285	0,03125	3285	0,996094
3286	-0,152344	3286	0,03125	3286	0,996094
3287	-0,136719	3287	0,0273437	3287	1,01172
3288	-0,101562	3288	0,015625	3288	1,02344
3289	-0,0585937	3289	0,0429687	3289	1,01172
3290	-0,0390625	3290	0,0664062	3290	1,01563
3291	0,0078125	3291	0,078125	3291	1
3292	0,015625	3292	0,0859375	3292	0,980469
3293	-0,0117187	3293	0,0898437	3293	0,972656
3294	-0,046875	3294	0,09375	3294	0,960937
3295	-0,0742187	3295	0,0820312	3295	0,964844
3296	-0,105469	3296	0,0742187	3296	0,984375
3297	-0,136719	3297	0,0585937	3297	0,996094
3298	-0,15625	3298	0,0429687	3298	1
3299	-0,152344	3299	0,015625	3299	1,01172
3300	-0,128906	3300	0,0078125	3300	1,01563
3301	-0,113281	3301	0,0273437	3301	1,00391
3302	-0,0742187	3302	0,0585937	3302	0,988281
3303	-0,0234375	3303	0,0625	3303	0,980469
3304	-0,00390625	3304	0,0898437	3304	0,964844
3305	-0,015625	3305	0,0898437	3305	0,957031
3306	-0,0273437	3306	0,0976562	3306	0,953125
3307	-0,0546875	3307	0,0820312	3307	0,960937
3308	-0,0820312	3308	0,0742187	3308	0,976562
3309	-0,121094	3309	0,0664062	3309	0,984375
3310	-0,140625	3310	0,046875	3310	0,996094
3311	-0,136719	3311	0,0195312	3311	1,00391
3312	-0,128906	3312	0,0234375	3312	1,01172
3313	-0,0898437	3313	0,03125	3313	1,00391
3314	-0,0703125	3314	0,0507812	3314	0,996094
3315	-0,0390625	3315	0,0703125	3315	1
3316	-0,015625	3316	0,0820312	3316	0,984375
3317	-0,03125	3317	0,0859375	3317	0,976562
3318	-0,03125	3318	0,0859375	3318	0,976562
3319	-0,0507812	3319	0,0820312	3319	0,980469
3320	-0,09375	3320	0,0820312	3320	0,980469
3321	-0,101562	3321	0,0664062	3321	0,988281
3322	-0,121094	3322	0,0625	3322	1
3323	-0,136719	3323	0,0585937	3323	1,00391
3324	-0,136719	3324	0,0585937	3324	1,00391
3325	-0,125	3325	0,0429687	3325	1,00781
3326	-0,0898437	3326	0,0195312	3326	1,01953
3327	-0,078125	3327	0,0273437	3327	1,01953
3328	-0,0625	3328	0,0546875	3328	1,01563
3329	-0,03125	3329	0,0546875	3329	1,00391
3330	-0,0117187	3330	0,0703125	3330	1
3331	-0,0117187	3331	0,0703125	3331	1
3332	-0,0273437	3332	0,0859375	3332	0,996094
3333	-0,0585937	3333	0,0859375	3333	0,988281
3334	-0,078125	3334	0,0859375	3334	0,988281
3335	-0,0976562	3335	0,078125	3335	0,988281
3336	-0,0976562	3336	0,078125	3336	0,988281
3337	-0,128906	3337	0,0703125	3337	0,988281
3338	-0,152344	3338	0,0585937	3338	0,988281
3339	-0,148437	3339	0,0351562	3339	0,996094
3340	-0,136719	3340	0,0195312	3340	1,01172
3341	-0,109375	3341	0,0234375	3341	1,01953
3342	-0,0703125	3342	0,0390625	3342	1,01172
3343	-0,0390625	3343	0,0585937	3343	1,00781
3344	0	3344	0,078125	3344	1
3345	0,015625	3345	0,0898437	3345	0,984375
3346	-0,0078125	3346	0,0898437	3346	0,96875
3347	-0,0546875	3347	0,0976562	3347	0,972656
3348	-0,0742187	3348	0,078125	3348	0,964844
3349	-0,109375	3349	0,0625	3349	0,96875
3350	-0,167969	3350	0,046875	3350	1
3351	-0,144531	3351	0,0273437	3351	1,01172
3352	-0,113281	3352	0,015625	3352	1,01953
3353	-0,0898437	3353	0,0390625	3353	1,00781
3354	-0,0625	3354	0,0585937	3354	0,984375
3355	-0,0625	3355	0,0585937	3355	0,984375
3356	-0,0234375	3356	0,0664062	3356	0,972656
3357	-0,0078125	3357	0,078125	3357	0,960937
3358	-0,0234375	3358	0,0898437	3358	0,964844
3359	-0,0351562	3359	0,09375	3359	0,960937
3360	-0,0585937	3360	0,078125	3360	0,960937
3361	-0,0859375	3361	0,0742187	3361	0,980469
3362	-0,113281	3362	0,0664062	3362	0,988281
3363	-0,132812	3363	0,046875	3363	1
3364	-0,125	3364	0,0273437	3364	1,00391
3365	-0,121094	3365	0,0273437	3365	1,01953
3366	-0,121094	3366	0,0273437	3366	1,01953
3367	-0,0976562	3367	0,0273437	3367	1
3368	-0,0742187	3368	0,046875	3368	0,992187
3369	-0,0546875	3369	0,0625	3369	0,992187
3370	-0,0195312	3370	0,078125	3370	0,984375
3371	-0,0195312	3371	0,078125	3371	0,984375
3372	-0,0273437	3372	0,0898437	3372	0,984375
3373	-0,0507812	3373	0,0859375	3373	0,992187
3374	-0,0859375	3374	0,0859375	3374	0,980469
3375	-0,0976562	3375	0,0703125	3375	0,980469
3376	-0,125	3376	0,0585937	3376	0,988281
3377	-0,148437	3377	0,0585937	3377	0,996094
3378	-0,125	3378	0,0351562	3378	1,00781
3379	-0,0976562	3379	0,0273437	3379	1,01953
3380	-0,0976562	3380	0,0273437	3380	1,01953
3381	-0,078125	3381	0,03125	3381	1,02734
3382	-0,0546875	3382	0,0546875	3382	1,02344
3383	-0,0273437	3383	0,0546875	3383	1,01172
3384	-0,00390625	3384	0,0742187	3384	1,00391
3385	-0,0234375	3385	0,0898437	3385	0,996094
3386	-0,0546875	3386	0,0859375	3386	0,984375
3387	-0,078125	3387	0,0820312	3387	0,964844
3388	-0,117187	3388	0,0703125	3388	0,980469
3389	-0,140625	3389	0,0664062	3389	0,980469
3390	-0,160156	3390	0,0585937	3390	0,996094
3391	-0,148437	3391	0,0351562	3391	1,00781
3392	-0,132812	3392	0,0273437	3392	1,02344
3393	-0,0859375	3393	0,015625	3393	1,02344
3394	-0,0585937	3394	0,03125	3394	1,01563
3395	-0,0390625	3395	0,0625	3395	1
3396	0,0078125	3396	0,0742187	3396	0,988281
3397	0,0117187	3397	0,0898437	3397	0,984375
3398	-0,0117187	3398	0,09375	3398	0,980469
3399	-0,0507812	3399	0,0898437	3399	0,96875
3400	-0,078125	3400	0,0703125	3400	0,972656
3401	-0,113281	3401	0,0664062	3401	0,972656
3402	-0,148437	3402	0,0625	3402	0,992187
3403	-0,167969	3403	0,046875	3403	0,992187
3404	-0,148437	3404	0,0195312	3404	1,00391
3405	-0,117187	3405	0,0078125	3405	1,00781
3406	-0,101562	3406	0,03125	3406	0,996094
3407	-0,0625	3407	0,0625	3407	0,988281
3408	-0,00390625	3408	0,0664062	3408	0,980469
3409	0,0078125	3409	0,0820312	3409	0,964844
3410	-0,0273437	3410	0,101562	3410	0,960937
3411	-0,0234375	3411	0,0898437	3411	0,960937
3412	-0,0625	3412	0,0664062	3412	0,972656
3413	-0,09375	3413	0,0625	3413	0,980469
3414	-0,09375	3414	0,0625	3414	0,980469
3415	-0,121094	3415	0,0664062	3415	0,980469
3416	-0,140625	3416	0,0546875	3416	0,996094
3417	-0,125	3417	0,0195312	3417	1,01563
3418	-0,113281	3418	0,015625	3418	1,01172
3419	-0,0859375	3419	0,03125	3419	1
3420	-0,0742187	3420	0,0585937	3420	1
3421	-0,046875	3421	0,0664062	3421	0,988281
3422	-0,0195312	3422	0,0625	3422	0,976562
3423	-0,03125	3423	0,0859375	3423	0,964844
3424	-0,0585937	3424	0,0898437	3424	0,980469
3425	-0,0898437	3425	0,0820312	3425	0,984375
3426	-0,0898437	3426	0,0664062	3426	0,988281
3427	-0,0898437	3427	0,0664062	3427	0,988281
3428	-0,117187	3428	0,0585937	3428	0,996094
3429	-0,144531	3429	0,0625	3429	1
3430	-0,117187	3430	0,0351562	3430	1,00781
3431	-0,09375	3431	0,0195312	3431	1,01563
3432	-0,0859375	3432	0,0234375	3432	1,01953
3433	-0,0859375	3433	0,0234375	3433	1,01953
3434	-0,0585937	3434	0,046875	3434	1,01563
3435	-0,0234375	3435	0,0625	3435	1,01172
3436	-0,00390625	3436	0,0742187	3436	1,00781
3437	-0,0273437	3437	0,09375	3437	1,00391
3438	-0,046875	3438	0,0859375	3438	0,988281
3439	-0,0742187	3439	0,078125	3439	0,980469
3440	-0,109375	3440	0,0703125	3440	0,980469
3441	-0,148437	3441	0,0742187	3441	0,980469
3442	-0,15625	3442	0,0546875	3442	0,984375
3443	-0,144531	3443	0,03125	3443	1
3444	-0,136719	3444	0,0273437	3444	1,01563
